141,14
10,15
59863,21
19760,23
2,27
289118,60
8810,63
4643,65
89,74
33854,75
104396,79
62708,86
33700,107
45801,121
41664,147
467170,193
26985,194
68970,197
6025,198
79596,199
571179,200
272845,201
462,228
58764,229
493,236
43190,241
11,246
252,259
301630,263
220,265
45155,267
83,293
896054,309
42752,325
348225,328
50,349
13491,364
1,370
3,396
360,400
20828,421
20563,422
4,424
153,425
4,446
