1726383,14
319753,15
64640,21
19778,23
2474,27
289490,60
8826,63
4713,65
70917,74
33912,75
104422,79
62716,86
33701,107
45901,121
41670,147
12,153
468757,193
26989,194
69240,197
6223,198
79601,199
571247,200
272928,201
462,228
58853,229
594,236
43210,241
11,246
254,259
301657,263
220,265
45155,267
83,293
898564,309
1,318
42756,325
348232,328
19,340
50,349
2,351
13495,364
1,370
3,396
360,400
20834,421
20569,422
4,424
153,425
4,446
