14	7
15	40
21	10
23	38
27	8
60	26
63	25
65	26
74	6.12
75	23
79	40
86	30
107	37
121	23
147	50
193	89
194	16.5
197	23
198	89
199	30
200	30
201	30
229	30
241	50
263	18
267	35
309	89
325	20.5
328	20
364	32
421	38
422	38
0	20
15	40
23	31
27	8
60	30
65	30
74	6.12
79	30
86	30
121	23
147	30
193	89
194	30
198	89
199	30
201	30
241	50
263	25
267	35
325	20.5
328	20
364	32
421	31
422	31
