 PEK3 	322.36	5.283E-03	
 PEK5 	160.37	2.628E-03	
 SHE1 	458.91	7.520E-03	
 TSN2 	260.73	4.273E-03	
 SHA1 	239.91	3.931E-03	
 SHA2 	229.4	3.759E-03	
 CTU1 	267.76	4.388E-03	
 WUH1 	277.03	4.540E-03	
 CAN1 	199.27	3.265E-03	
 XMN1 	89.75	1.471E-03	
 XMN2 	89.75	1.471E-03	
HRB1	458.91	7.520E-03	
 XIY1 	268.43	4.399E-03	
CAN4	199.27	3.265E-03	
NNG1	89.75	1.471E-03	
WUH2		4.540E-03	
